,Home,Home_Score,Away,Away_Score,Datetime,Stadium,Region,Temperature,Total_Score,Expected_Total_Score,Actually-Expected
252,두산,3,KIA,7,2022-06-01 17:00:00,잠실,서울,26.3,10,9.430555555555555,0.5694444444444446
253,SSG,2,KT,1,2022-06-01 17:00:00,문학,인천,22.0,3,9.381944444444445,-6.381944444444445
254,롯데,5,LG,14,2022-06-01 17:00:00,사직,부산,22.4,19,9.166666666666668,9.833333333333332
255,키움,2,삼성,4,2022-06-01 17:00:00,고척,서울,26.3,6,8.916666666666668,-2.916666666666668
256,한화,3,NC,0,2022-06-01 17:00:00,대전,대전,29.9,3,8.402777777777777,-5.402777777777777
257,두산,3,KIA,4,2022-06-02 18:30:00,잠실,서울,21.6,7,9.430555555555555,-2.4305555555555554
258,SSG,1,KT,14,2022-06-02 18:30:00,문학,인천,19.3,15,9.381944444444445,5.618055555555555
259,롯데,2,LG,2,2022-06-02 18:30:00,사직,부산,19.3,4,9.166666666666668,-5.166666666666668
260,키움,6,삼성,5,2022-06-02 18:30:00,고척,서울,21.6,11,8.916666666666668,2.083333333333332
261,한화,3,NC,4,2022-06-02 18:30:00,대전,대전,24.4,7,8.402777777777777,-1.4027777777777768
262,LG,7,SSG,1,2022-06-03 18:30:00,잠실,서울,24.3,8,9.965277777777779,-1.9652777777777786
263,삼성,8,두산,5,2022-06-03 18:30:00,대구,대구,20.6,13,9.034722222222221,3.9652777777777786
264,NC,5,롯데,1,2022-06-03 18:30:00,창원,창원,20.5,6,8.6875,-2.6875
265,KT,5,KIA,2,2022-06-03 18:30:00,수원,수원,21.4,7,9.381944444444445,-2.3819444444444446
266,한화,14,키움,2,2022-06-03 18:30:00,대전,대전,28.1,16,8.229166666666666,7.770833333333334
267,LG,6,SSG,2,2022-06-04 17:00:00,잠실,서울,29.4,8,9.965277777777779,-1.9652777777777786
268,삼성,8,두산,16,2022-06-04 17:00:00,대구,대구,25.2,24,9.034722222222221,14.965277777777779
269,NC,2,롯데,3,2022-06-04 17:00:00,창원,창원,23.6,5,8.6875,-3.6875
270,KT,4,KIA,3,2022-06-04 17:00:00,수원,수원,28.6,7,9.381944444444445,-2.3819444444444446
271,한화,3,키움,4,2022-06-04 17:00:00,대전,대전,28.7,7,8.229166666666666,-1.229166666666666
272,LG,0,SSG,2,2022-06-05 17:00:00,잠실,서울,22.0,2,9.965277777777779,-7.965277777777779
273,KT,2,KIA,2,2022-06-05 17:00:00,수원,수원,20.5,4,9.381944444444445,-5.381944444444445
274,두산,3,한화,1,2022-06-07 18:30:00,잠실,서울,22.3,4,8.347222222222221,-4.347222222222221
275,롯데,4,삼성,7,2022-06-07 18:30:00,사직,부산,16.9,11,8.805555555555557,2.194444444444443
276,NC,6,SSG,2,2022-06-07 18:30:00,창원,창원,17.3,8,9.48611111111111,-1.4861111111111107
277,키움,3,KT,0,2022-06-07 18:30:00,고척,서울,22.3,3,8.694444444444445,-5.694444444444445
278,두산,1,한화,5,2022-06-08 18:30:00,잠실,서울,21.6,6,8.347222222222221,-2.3472222222222214
279,롯데,2,삼성,4,2022-06-08 18:30:00,사직,부산,16.8,6,8.805555555555557,-2.805555555555557
280,NC,2,SSG,2,2022-06-08 18:30:00,창원,창원,17.1,4,9.48611111111111,-5.486111111111111
281,KIA,7,LG,11,2022-06-08 18:30:00,광주,광주,21.0,18,9.965277777777779,8.034722222222221
282,키움,5,KT,5,2022-06-08 18:30:00,고척,서울,21.6,10,8.694444444444445,1.3055555555555554
283,두산,16,한화,7,2022-06-09 18:30:00,잠실,서울,22.2,23,8.347222222222221,14.652777777777779
284,롯데,7,삼성,6,2022-06-09 18:30:00,사직,부산,18.3,13,8.805555555555557,4.194444444444443
285,NC,5,SSG,4,2022-06-09 18:30:00,창원,창원,18.2,9,9.48611111111111,-0.4861111111111107
286,KIA,5,LG,1,2022-06-09 18:30:00,광주,광주,22.4,6,9.965277777777779,-3.9652777777777786
287,키움,1,KT,7,2022-06-09 18:30:00,고척,서울,22.2,8,8.694444444444445,-0.6944444444444446
288,LG,10,두산,7,2022-06-10 18:30:00,잠실,서울,20.9,17,9.395833333333332,7.604166666666668
289,SSG,9,한화,2,2022-06-10 18:30:00,문학,인천,19.4,11,8.916666666666666,2.083333333333334
290,롯데,4,KT,9,2022-06-10 18:30:00,사직,부산,20.0,13,8.583333333333334,4.416666666666666
291,삼성,1,NC,9,2022-06-10 18:30:00,대구,대구,24.7,10,9.090277777777779,0.9097222222222214
292,KIA,6,키움,10,2022-06-10 18:30:00,광주,광주,22.8,16,9.3125,6.6875
293,LG,4,두산,5,2022-06-11 17:00:00,잠실,서울,30.1,9,9.395833333333332,-0.39583333333333215
294,SSG,4,한화,2,2022-06-11 17:00:00,문학,인천,28.5,6,8.916666666666666,-2.916666666666666
295,롯데,0,KT,4,2022-06-11 17:00:00,사직,부산,23.2,4,8.583333333333334,-4.583333333333334
296,삼성,1,NC,4,2022-06-11 17:00:00,대구,대구,23.5,5,9.090277777777779,-4.090277777777779
297,KIA,5,키움,2,2022-06-11 17:00:00,광주,광주,22.8,7,9.3125,-2.3125
298,LG,9,두산,6,2022-06-12 17:00:00,잠실,서울,27.7,15,9.395833333333332,5.604166666666668
299,SSG,13,한화,11,2022-06-12 17:00:00,문학,인천,23.7,24,8.916666666666666,15.083333333333334
300,롯데,13,KT,0,2022-06-12 17:00:00,사직,부산,20.2,13,8.583333333333334,4.416666666666666
301,삼성,4,NC,2,2022-06-12 17:00:00,대구,대구,23.0,6,9.090277777777779,-3.0902777777777786
302,KIA,8,키움,10,2022-06-12 17:00:00,광주,광주,23.5,18,9.3125,8.6875
303,LG,7,삼성,0,2022-06-14 18:30:00,잠실,서울,20.6,7,9.569444444444445,-2.5694444444444446
304,KT,5,SSG,4,2022-06-14 18:30:00,수원,수원,20.1,9,9.381944444444445,-0.38194444444444464
305,키움,2,두산,0,2022-06-14 18:30:00,고척,서울,20.6,2,8.743055555555555,-6.743055555555555
306,LG,3,삼성,6,2022-06-15 18:30:00,잠실,서울,20.0,9,9.569444444444445,-0.5694444444444446
307,NC,7,KIA,2,2022-06-15 18:30:00,창원,창원,21.4,9,9.48611111111111,-0.4861111111111107
308,KT,6,SSG,3,2022-06-15 18:30:00,수원,수원,20.3,9,9.381944444444445,-0.38194444444444464
309,키움,3,두산,4,2022-06-15 18:30:00,고척,서울,20.0,7,8.743055555555555,-1.7430555555555554
310,한화,5,롯데,11,2022-06-15 18:30:00,대전,대전,21.4,16,8.118055555555555,7.881944444444445
311,LG,2,삼성,1,2022-06-16 18:30:00,잠실,서울,22.1,3,9.569444444444445,-6.569444444444445
312,NC,2,KIA,4,2022-06-16 18:30:00,창원,창원,21.6,6,9.48611111111111,-3.4861111111111107
313,KT,0,SSG,6,2022-06-16 18:30:00,수원,수원,21.4,6,9.381944444444445,-3.3819444444444446
314,키움,6,두산,2,2022-06-16 18:30:00,고척,서울,22.1,8,8.743055555555555,-0.7430555555555554
315,한화,0,롯데,3,2022-06-16 18:30:00,대전,대전,23.4,3,8.118055555555555,-5.118055555555555
316,두산,2,KT,4,2022-06-17 18:30:00,잠실,서울,25.1,6,8.8125,-2.8125
317,롯데,2,SSG,6,2022-06-17 18:30:00,사직,부산,22.1,8,9.20138888888889,-1.2013888888888893
318,NC,1,한화,1,2022-06-17 18:30:00,창원,창원,22.3,2,8.402777777777777,-6.402777777777777
319,KIA,5,삼성,3,2022-06-17 18:30:00,광주,광주,24.6,8,9.604166666666668,-1.6041666666666679
320,키움,2,LG,4,2022-06-17 18:30:00,고척,서울,25.1,6,9.277777777777779,-3.2777777777777786
321,키움,2,LG,0,2022-06-18 14:00:00,고척,서울,23.7,2,9.277777777777779,-7.277777777777779
322,두산,5,KT,0,2022-06-18 17:00:00,잠실,서울,25.0,5,8.8125,-3.8125
323,롯데,5,SSG,10,2022-06-18 17:00:00,사직,부산,24.2,15,9.20138888888889,5.798611111111111
324,NC,3,한화,2,2022-06-18 17:00:00,창원,창원,26.4,5,8.402777777777777,-3.402777777777777
325,KIA,2,삼성,6,2022-06-18 17:00:00,광주,광주,26.8,8,9.604166666666668,-1.6041666666666679
326,키움,2,LG,4,2022-06-19 14:00:00,고척,서울,24.2,6,9.277777777777779,-3.2777777777777786
327,두산,1,KT,7,2022-06-19 17:00:00,잠실,서울,24.9,8,8.8125,-0.8125
328,롯데,7,SSG,4,2022-06-19 17:00:00,사직,부산,24.3,11,9.20138888888889,1.7986111111111107
329,NC,6,한화,3,2022-06-19 17:00:00,창원,창원,26.1,9,8.402777777777777,0.5972222222222232
330,KIA,3,삼성,7,2022-06-19 17:00:00,광주,광주,30.1,10,9.604166666666668,0.39583333333333215
331,LG,10,한화,4,2022-06-21 18:30:00,잠실,서울,27.3,14,8.881944444444445,5.118055555555555
332,SSG,2,두산,16,2022-06-21 18:30:00,문학,인천,23.8,18,9.430555555555555,8.569444444444445
333,삼성,3,키움,4,2022-06-21 18:30:00,대구,대구,29.3,7,8.916666666666668,-1.9166666666666679
334,KT,8,NC,1,2022-06-21 18:30:00,수원,수원,24.1,9,8.868055555555555,0.13194444444444464
335,KIA,6,롯데,5,2022-06-21 18:30:00,광주,광주,26.6,11,9.20138888888889,1.7986111111111107
336,LG,6,한화,5,2022-06-22 18:30:00,잠실,서울,26.8,11,8.881944444444445,2.1180555555555554
337,SSG,6,두산,5,2022-06-22 18:30:00,문학,인천,23.4,11,9.430555555555555,1.5694444444444446
338,삼성,0,키움,6,2022-06-22 18:30:00,대구,대구,31.2,6,8.916666666666668,-2.916666666666668
339,KT,0,NC,11,2022-06-22 18:30:00,수원,수원,24.3,11,8.868055555555555,2.1319444444444446
340,KIA,5,롯데,7,2022-06-22 18:30:00,광주,광주,29.0,12,9.20138888888889,2.7986111111111107
341,삼성,1,키움,6,2022-06-23 18:30:00,대구,대구,29.1,7,8.916666666666668,-1.9166666666666679
342,KIA,7,롯데,4,2022-06-23 18:30:00,광주,광주,25.3,11,9.20138888888889,1.7986111111111107
343,두산,3,KIA,4,2022-06-24 18:30:00,잠실,서울,24.2,7,9.430555555555555,-2.4305555555555554
344,SSG,14,NC,2,2022-06-24 18:30:00,문학,인천,22.0,16,9.48611111111111,6.513888888888889
345,롯데,5,키움,1,2022-06-24 18:30:00,사직,부산,22.0,6,8.51388888888889,-2.5138888888888893
346,KT,9,LG,6,2022-06-24 18:30:00,수원,수원,24.6,15,9.347222222222221,5.652777777777779
347,한화,3,삼성,0,2022-06-24 18:30:00,대전,대전,24.3,3,8.520833333333334,-5.520833333333334
348,두산,6,KIA,8,2022-06-25 17:00:00,잠실,서울,29.0,14,9.430555555555555,4.569444444444445
349,SSG,8,NC,1,2022-06-25 17:00:00,문학,인천,25.8,9,9.48611111111111,-0.4861111111111107
350,롯데,5,키움,13,2022-06-25 17:00:00,사직,부산,23.1,18,8.51388888888889,9.48611111111111
351,KT,2,LG,7,2022-06-25 17:00:00,수원,수원,29.6,9,9.347222222222221,-0.34722222222222143
352,한화,2,삼성,5,2022-06-25 17:00:00,대전,대전,31.2,7,8.520833333333334,-1.520833333333334
353,두산,8,KIA,4,2022-06-26 17:00:00,잠실,서울,27.6,12,9.430555555555555,2.5694444444444446
354,SSG,7,NC,3,2022-06-26 17:00:00,문학,인천,25.6,10,9.48611111111111,0.5138888888888893
355,롯데,4,키움,9,2022-06-26 17:00:00,사직,부산,24.1,13,8.51388888888889,4.486111111111111
356,KT,1,LG,3,2022-06-26 17:00:00,수원,수원,28.9,4,9.347222222222221,-5.347222222222221
357,한화,2,삼성,6,2022-06-26 17:00:00,대전,대전,30.7,8,8.520833333333334,-0.5208333333333339
358,LG,5,NC,0,2022-06-28 18:30:00,잠실,서울,27.2,5,9.45138888888889,-4.451388888888889
359,롯데,3,두산,3,2022-06-28 18:30:00,사직,부산,23.5,6,8.631944444444445,-2.6319444444444446
360,삼성,4,KT,14,2022-06-28 18:30:00,대구,대구,29.0,18,8.98611111111111,9.01388888888889
361,키움,5,KIA,2,2022-06-28 18:30:00,고척,서울,27.2,7,9.3125,-2.3125
362,한화,6,SSG,3,2022-06-28 18:30:00,대전,대전,29.2,9,8.916666666666666,0.08333333333333393
363,삼성,8,KT,2,2022-06-29 18:30:00,대구,대구,28.3,10,8.98611111111111,1.0138888888888893
364,키움,1,KIA,0,2022-06-29 18:30:00,고척,서울,25.3,1,9.3125,-8.3125
365,한화,3,SSG,8,2022-06-29 18:30:00,대전,대전,25.3,11,8.916666666666666,2.083333333333334
366,롯데,5,두산,1,2022-06-30 18:30:00,사직,부산,24.6,6,8.631944444444445,-2.6319444444444446
367,삼성,2,KT,13,2022-06-30 18:30:00,대구,대구,30.0,15,8.98611111111111,6.013888888888889
368,키움,5,KIA,4,2022-06-30 18:30:00,고척,서울,21.3,9,9.3125,-0.3125
369,LG,2,롯데,1,2022-07-01 18:30:00,잠실,서울,28.0,3,9.166666666666668,-6.166666666666668
370,SSG,7,KIA,6,2022-07-01 18:30:00,문학,인천,25.5,13,10.0,3.0
371,KT,11,두산,7,2022-07-01 18:30:00,수원,수원,27.8,18,8.8125,9.1875
372,키움,7,한화,5,2022-07-01 18:30:00,고척,서울,28.0,12,8.229166666666666,3.770833333333334
373,키움,3,한화,0,2022-07-02 14:00:00,고척,서울,33.4,3,8.229166666666666,-5.229166666666666
374,LG,1,롯데,8,2022-07-02 18:00:00,잠실,서울,33.1,9,9.166666666666668,-0.16666666666666785
375,SSG,2,KIA,1,2022-07-02 18:00:00,문학,인천,30.0,3,10.0,-7.0
376,NC,17,삼성,1,2022-07-02 18:00:00,창원,창원,30.8,18,9.090277777777779,8.909722222222221
377,KT,8,두산,3,2022-07-02 18:00:00,수원,수원,31.6,11,8.8125,2.1875
378,키움,2,한화,1,2022-07-03 14:00:00,고척,서울,33.7,3,8.229166666666666,-5.229166666666666
379,LG,4,롯데,1,2022-07-03 17:00:00,잠실,서울,32.9,5,9.166666666666668,-4.166666666666668
380,SSG,3,KIA,2,2022-07-03 17:00:00,문학,인천,30.6,5,10.0,-5.0
381,NC,11,삼성,6,2022-07-03 17:00:00,창원,창원,31.4,17,9.090277777777779,7.909722222222221
382,KT,6,두산,0,2022-07-03 17:00:00,수원,수원,31.8,6,8.8125,-2.8125
383,두산,3,키움,4,2022-07-05 18:30:00,잠실,서울,29.4,7,8.743055555555555,-1.7430555555555554
384,SSG,4,롯데,3,2022-07-05 18:30:00,문학,인천,27.7,7,9.20138888888889,-2.2013888888888893
385,삼성,1,LG,4,2022-07-05 18:30:00,대구,대구,29.5,5,9.569444444444445,-4.569444444444445
386,한화,0,NC,1,2022-07-05 18:30:00,대전,대전,29.3,1,8.402777777777777,-7.402777777777777
387,두산,5,키움,2,2022-07-06 18:30:00,잠실,서울,31.8,7,8.743055555555555,-1.7430555555555554
388,SSG,5,롯데,12,2022-07-06 18:30:00,문학,인천,30.8,17,9.20138888888889,7.798611111111111
389,삼성,9,LG,10,2022-07-06 18:30:00,대구,대구,27.6,19,9.569444444444445,9.430555555555555
390,KIA,1,KT,8,2022-07-06 18:30:00,광주,광주,29.1,9,9.381944444444445,-0.38194444444444464
391,한화,3,NC,4,2022-07-06 18:30:00,대전,대전,29.7,7,8.402777777777777,-1.4027777777777768
392,두산,4,키움,2,2022-07-07 18:30:00,잠실,서울,28.7,6,8.743055555555555,-2.7430555555555554
393,SSG,8,롯데,1,2022-07-07 18:30:00,문학,인천,25.1,9,9.20138888888889,-0.20138888888888928
394,삼성,9,LG,11,2022-07-07 18:30:00,대구,대구,30.0,20,9.569444444444445,10.430555555555555
395,한화,12,NC,11,2022-07-07 18:30:00,대전,대전,26.9,23,8.402777777777777,14.597222222222223
396,두산,4,LG,11,2022-07-08 18:30:00,잠실,서울,26.4,15,9.395833333333332,5.604166666666668
397,삼성,8,SSG,9,2022-07-08 18:30:00,대구,대구,27.4,17,9.604166666666668,7.395833333333332
398,KT,6,롯데,3,2022-07-08 18:30:00,수원,수원,26.0,9,8.583333333333334,0.4166666666666661
399,KIA,5,한화,3,2022-07-08 18:30:00,광주,광주,27.1,8,8.916666666666666,-0.9166666666666661
400,키움,3,NC,2,2022-07-08 18:30:00,고척,서울,26.4,5,8.79861111111111,-3.7986111111111107
401,키움,10,NC,1,2022-07-09 14:00:00,고척,서울,30.7,11,8.79861111111111,2.2013888888888893
402,두산,6,LG,8,2022-07-09 18:00:00,잠실,서울,30.3,14,9.395833333333332,4.604166666666668
403,삼성,10,SSG,13,2022-07-09 18:00:00,대구,대구,32.4,23,9.604166666666668,13.395833333333332
404,KT,3,롯데,1,2022-07-09 18:00:00,수원,수원,29.4,4,8.583333333333334,-4.583333333333334
405,KIA,6,한화,5,2022-07-09 18:00:00,광주,광주,30.2,11,8.916666666666666,2.083333333333334
406,키움,2,NC,0,2022-07-10 14:00:00,고척,서울,34.4,2,8.79861111111111,-6.798611111111111
407,두산,0,LG,9,2022-07-10 17:00:00,잠실,서울,32.1,9,9.395833333333332,-0.39583333333333215
408,삼성,2,SSG,7,2022-07-10 17:00:00,대구,대구,29.7,9,9.604166666666668,-0.6041666666666679
409,KT,1,롯데,9,2022-07-10 17:00:00,수원,수원,31.6,10,8.583333333333334,1.416666666666666
410,KIA,6,한화,3,2022-07-10 17:00:00,광주,광주,30.9,9,8.916666666666666,0.08333333333333393
411,LG,1,KIA,7,2022-07-12 18:30:00,잠실,서울,28.2,8,9.965277777777779,-1.9652777777777786
412,SSG,7,키움,3,2022-07-12 18:30:00,문학,인천,26.7,10,9.3125,0.6875
413,롯데,3,한화,2,2022-07-12 18:30:00,사직,부산,24.2,5,8.118055555555555,-3.1180555555555554
414,NC,7,두산,11,2022-07-12 18:30:00,창원,창원,24.2,18,8.916666666666666,9.083333333333334
415,KT,4,삼성,3,2022-07-12 18:30:00,수원,수원,28.9,7,8.98611111111111,-1.9861111111111107
416,롯데,2,한화,0,2022-07-13 18:30:00,사직,부산,24.4,2,8.118055555555555,-6.118055555555555
417,NC,4,두산,1,2022-07-13 18:30:00,창원,창원,24.3,5,8.916666666666666,-3.916666666666666
418,LG,6,KIA,2,2022-07-14 18:30:00,잠실,서울,26.1,8,9.965277777777779,-1.9652777777777786
419,SSG,4,키움,1,2022-07-14 18:30:00,문학,인천,23.9,5,9.3125,-4.3125
420,롯데,10,한화,7,2022-07-14 18:30:00,사직,부산,25.6,17,8.118055555555555,8.881944444444445
421,NC,3,두산,11,2022-07-14 18:30:00,창원,창원,28.1,14,8.916666666666666,5.083333333333334
422,KT,1,삼성,0,2022-07-14 18:30:00,수원,수원,24.4,1,8.98611111111111,-7.986111111111111
423,두산,0,SSG,1,2022-07-22 18:30:00,잠실,서울,25.6,1,9.430555555555555,-8.430555555555555
424,롯데,2,KIA,5,2022-07-22 18:30:00,사직,부산,22.9,7,9.20138888888889,-2.2013888888888893
425,NC,5,LG,4,2022-07-22 18:30:00,창원,창원,23.9,9,9.45138888888889,-0.4513888888888893
426,키움,3,삼성,2,2022-07-22 18:30:00,고척,서울,25.6,5,8.916666666666668,-3.916666666666668
427,한화,8,KT,0,2022-07-22 18:30:00,대전,대전,26.3,8,8.29861111111111,-0.2986111111111107
428,키움,6,삼성,0,2022-07-23 14:00:00,고척,서울,27.6,6,8.916666666666668,-2.916666666666668
429,롯데,3,KIA,9,2022-07-23 18:00:00,사직,부산,24.3,12,9.20138888888889,2.7986111111111107
430,NC,5,LG,11,2022-07-23 18:00:00,창원,창원,24.2,16,9.45138888888889,6.548611111111111
431,한화,3,KT,5,2022-07-23 18:00:00,대전,대전,27.2,8,8.29861111111111,-0.2986111111111107
432,키움,0,삼성,8,2022-07-24 14:00:00,고척,서울,27.2,8,8.916666666666668,-0.9166666666666679
433,두산,4,SSG,5,2022-07-24 17:00:00,잠실,서울,26.8,9,9.430555555555555,-0.43055555555555536
434,롯데,0,KIA,23,2022-07-24 17:00:00,사직,부산,26.2,23,9.20138888888889,13.79861111111111
435,NC,6,LG,1,2022-07-24 17:00:00,창원,창원,28.3,7,9.45138888888889,-2.4513888888888893
436,한화,1,KT,3,2022-07-24 17:00:00,대전,대전,26.2,4,8.29861111111111,-4.298611111111111
437,두산,6,롯데,1,2022-07-26 18:30:00,잠실,서울,29.9,7,8.631944444444445,-1.6319444444444446
438,SSG,0,LG,9,2022-07-26 18:30:00,문학,인천,27.7,9,9.965277777777779,-0.9652777777777786
439,KT,7,키움,8,2022-07-26 18:30:00,수원,수원,27.7,15,8.694444444444445,6.305555555555555
440,KIA,1,NC,9,2022-07-26 18:30:00,광주,광주,28.1,10,9.48611111111111,0.5138888888888893
441,삼성,2,한화,4,2022-07-26 18:30:00,포항,포항,24.4,6,8.520833333333334,-2.520833333333334
442,두산,6,롯데,5,2022-07-27 18:30:00,잠실,서울,29.7,11,8.631944444444445,2.3680555555555554
443,SSG,6,LG,3,2022-07-27 18:30:00,문학,인천,28.8,9,9.965277777777779,-0.9652777777777786
444,KT,5,키움,4,2022-07-27 18:30:00,수원,수원,28.6,9,8.694444444444445,0.30555555555555536
445,KIA,9,NC,5,2022-07-27 18:30:00,광주,광주,27.6,14,9.48611111111111,4.513888888888889
446,삼성,11,한화,10,2022-07-27 18:30:00,포항,포항,25.1,21,8.520833333333334,12.479166666666666
447,두산,8,롯데,5,2022-07-28 18:30:00,잠실,서울,31.1,13,8.631944444444445,4.368055555555555
448,SSG,5,LG,4,2022-07-28 18:30:00,문학,인천,28.3,9,9.965277777777779,-0.9652777777777786
449,KT,8,키움,2,2022-07-28 18:30:00,수원,수원,30.7,10,8.694444444444445,1.3055555555555554
450,KIA,2,NC,6,2022-07-28 18:30:00,광주,광주,28.9,8,9.48611111111111,-1.4861111111111107
451,삼성,3,한화,3,2022-07-28 18:30:00,포항,포항,25.5,6,8.520833333333334,-2.520833333333334
452,LG,4,KT,5,2022-07-29 18:30:00,잠실,서울,30.9,9,9.347222222222221,-0.34722222222222143
453,삼성,8,롯데,7,2022-07-29 18:30:00,대구,대구,29.0,15,8.805555555555557,6.194444444444443
454,NC,5,키움,3,2022-07-29 18:30:00,창원,창원,30.3,8,8.79861111111111,-0.7986111111111107
455,KIA,11,SSG,2,2022-07-29 18:30:00,광주,광주,31.0,13,10.0,3.0
456,한화,3,두산,7,2022-07-29 18:30:00,대전,대전,31.4,10,8.347222222222221,1.6527777777777786
457,LG,8,KT,7,2022-07-30 18:00:00,잠실,서울,32.5,15,9.347222222222221,5.652777777777779
458,삼성,8,롯데,9,2022-07-30 18:00:00,대구,대구,28.6,17,8.805555555555557,8.194444444444443
459,NC,3,키움,3,2022-07-30 18:00:00,창원,창원,29.2,6,8.79861111111111,-2.7986111111111107
460,KIA,5,SSG,7,2022-07-30 18:00:00,광주,광주,28.9,12,10.0,2.0
461,한화,11,두산,1,2022-07-30 18:00:00,대전,대전,29.2,12,8.347222222222221,3.6527777777777786
462,삼성,5,롯데,5,2022-07-31 17:00:00,대구,대구,28.8,10,8.805555555555557,1.1944444444444429
463,KIA,2,SSG,3,2022-07-31 17:00:00,광주,광주,25.9,5,10.0,-5.0
464,롯데,4,LG,3,2022-08-02 18:30:00,사직,부산,27.1,7,9.166666666666668,-2.166666666666668
465,키움,5,SSG,7,2022-08-02 18:30:00,고척,서울,26.5,12,9.3125,2.6875
466,한화,5,KIA,4,2022-08-02 18:30:00,대전,대전,28.0,9,8.916666666666666,0.08333333333333393
467,두산,3,삼성,1,2022-08-03 18:30:00,잠실,서울,27.8,4,9.034722222222221,-5.034722222222221
468,롯데,1,LG,4,2022-08-03 18:30:00,사직,부산,27.5,5,9.166666666666668,-4.166666666666668
469,NC,2,KT,15,2022-08-03 18:30:00,창원,창원,27.8,17,8.868055555555555,8.131944444444445
470,키움,3,SSG,2,2022-08-03 18:30:00,고척,서울,27.8,5,9.3125,-4.3125
471,한화,3,KIA,6,2022-08-03 18:30:00,대전,대전,29.1,9,8.916666666666666,0.08333333333333393
472,두산,2,삼성,9,2022-08-04 18:30:00,잠실,서울,29.0,11,9.034722222222221,1.9652777777777786
473,롯데,2,LG,12,2022-08-04 18:30:00,사직,부산,28.7,14,9.166666666666668,4.833333333333332
474,NC,4,KT,3,2022-08-04 18:30:00,창원,창원,27.6,7,8.868055555555555,-1.8680555555555554
475,키움,5,SSG,6,2022-08-04 18:30:00,고척,서울,29.0,11,9.3125,1.6875
476,한화,4,KIA,1,2022-08-04 18:30:00,대전,대전,29.5,5,8.916666666666666,-3.916666666666666
477,LG,7,키움,8,2022-08-05 18:30:00,잠실,서울,29.6,15,9.277777777777779,5.722222222222221
478,SSG,1,삼성,3,2022-08-05 18:30:00,문학,인천,27.6,4,9.604166666666668,-5.604166666666668
479,롯데,7,NC,2,2022-08-05 18:30:00,사직,부산,29.2,9,8.6875,0.3125
480,KT,5,한화,1,2022-08-05 18:30:00,수원,수원,28.4,6,8.29861111111111,-2.2986111111111107
481,KIA,3,두산,5,2022-08-05 18:30:00,광주,광주,29.2,8,9.430555555555555,-1.4305555555555554
482,LG,12,키움,3,2022-08-06 18:00:00,잠실,서울,30.0,15,9.277777777777779,5.722222222222221
483,SSG,7,삼성,6,2022-08-06 18:00:00,문학,인천,28.9,13,9.604166666666668,3.395833333333332
484,롯데,1,NC,10,2022-08-06 18:00:00,사직,부산,30.1,11,8.6875,2.3125
485,KT,4,한화,2,2022-08-06 18:00:00,수원,수원,30.7,6,8.29861111111111,-2.2986111111111107
486,KIA,4,두산,7,2022-08-06 18:00:00,광주,광주,32.7,11,9.430555555555555,1.5694444444444446
487,LG,5,키움,0,2022-08-07 17:00:00,잠실,서울,30.1,5,9.277777777777779,-4.277777777777779
488,SSG,7,삼성,6,2022-08-07 17:00:00,문학,인천,28.7,13,9.604166666666668,3.395833333333332
489,롯데,0,NC,14,2022-08-07 17:00:00,사직,부산,28.8,14,8.6875,5.3125
490,KT,5,한화,6,2022-08-07 17:00:00,수원,수원,30.4,11,8.29861111111111,2.7013888888888893
491,KIA,5,두산,4,2022-08-07 17:00:00,광주,광주,30.9,9,9.430555555555555,-0.43055555555555536
492,두산,0,NC,11,2022-08-10 18:30:00,잠실,서울,25.4,11,8.916666666666666,2.083333333333334
493,SSG,4,KT,2,2022-08-10 18:30:00,문학,인천,23.1,6,9.381944444444445,-3.3819444444444446
494,삼성,3,KIA,2,2022-08-10 18:30:00,대구,대구,28.9,5,9.604166666666668,-4.604166666666668
495,키움,3,롯데,4,2022-08-10 18:30:00,고척,서울,25.4,7,8.51388888888889,-1.5138888888888893
496,두산,2,NC,3,2022-08-11 18:30:00,잠실,서울,25.9,5,8.916666666666666,-3.916666666666666
497,SSG,4,KT,2,2022-08-11 18:30:00,문학,인천,23.9,6,9.381944444444445,-3.3819444444444446
498,키움,0,롯데,3,2022-08-11 18:30:00,고척,서울,25.9,3,8.51388888888889,-5.513888888888889
499,두산,7,NC,1,2022-08-12 18:30:00,잠실,서울,27.8,8,8.916666666666666,-0.9166666666666661
500,SSG,5,KT,9,2022-08-12 18:30:00,문학,인천,25.6,14,9.381944444444445,4.618055555555555
501,삼성,7,KIA,6,2022-08-12 18:30:00,대구,대구,31.2,13,9.604166666666668,3.395833333333332
502,키움,1,롯데,4,2022-08-12 18:30:00,고척,서울,27.8,5,8.51388888888889,-3.5138888888888893
503,한화,5,LG,6,2022-08-12 18:30:00,대전,대전,27.5,11,8.881944444444445,2.1180555555555554
504,두산,2,SSG,8,2022-08-13 18:00:00,잠실,서울,27.4,10,9.430555555555555,0.5694444444444446
505,KT,8,삼성,1,2022-08-13 18:00:00,수원,수원,26.8,9,8.98611111111111,0.013888888888889284
506,KIA,9,롯데,0,2022-08-13 18:00:00,광주,광주,29.0,9,9.20138888888889,-0.20138888888888928
507,한화,6,키움,8,2022-08-13 18:00:00,대전,대전,26.5,14,8.229166666666666,5.770833333333334
