,지점,지점명,일시,기온(°C)
1229,119,수원,2022-04-22 20:00:00,13.9
1230,119,수원,2022-04-23 15:00:00,24.1
1231,119,수원,2022-04-23 18:00:00,22.1
1232,119,수원,2022-04-23 20:00:00,17.5
1233,119,수원,2022-04-24 15:00:00,24.0
1234,119,수원,2022-04-24 18:00:00,18.0
1235,119,수원,2022-04-24 20:00:00,16.9
1236,119,수원,2022-04-25 15:00:00,24.3
1237,119,수원,2022-04-25 18:00:00,22.8
1238,119,수원,2022-04-25 20:00:00,20.0
1239,119,수원,2022-04-26 15:00:00,23.5
1240,119,수원,2022-04-26 18:00:00,20.9
1241,119,수원,2022-04-26 20:00:00,19.9
1242,119,수원,2022-04-27 15:00:00,21.3
1243,119,수원,2022-04-27 18:00:00,17.9
1244,119,수원,2022-04-27 20:00:00,15.0
1245,119,수원,2022-04-28 15:00:00,22.1
1246,119,수원,2022-04-28 18:00:00,16.7
1247,119,수원,2022-04-28 20:00:00,15.1
1248,119,수원,2022-04-29 15:00:00,15.1
1249,119,수원,2022-04-29 18:00:00,15.0
1250,119,수원,2022-04-29 20:00:00,14.7
1251,119,수원,2022-04-30 15:00:00,16.3
1252,119,수원,2022-04-30 18:00:00,13.5
1253,119,수원,2022-04-30 20:00:00,11.0
1254,119,수원,2022-05-01 15:00:00,17.9
1255,119,수원,2022-05-01 18:00:00,15.8
1256,119,수원,2022-05-01 20:00:00,14.0
1257,119,수원,2022-05-02 15:00:00,18.0
1258,119,수원,2022-05-02 18:00:00,15.8
1259,119,수원,2022-05-02 20:00:00,12.7
1260,119,수원,2022-05-03 15:00:00,20.2
1261,119,수원,2022-05-03 18:00:00,18.8
1262,119,수원,2022-05-03 20:00:00,14.6
1263,119,수원,2022-05-04 15:00:00,24.1
1264,119,수원,2022-05-04 18:00:00,21.5
1265,119,수원,2022-05-04 20:00:00,18.7
1266,119,수원,2022-05-05 15:00:00,24.6
1267,119,수원,2022-05-05 18:00:00,21.8
1268,119,수원,2022-05-05 20:00:00,18.5
1269,119,수원,2022-05-06 15:00:00,23.8
1270,119,수원,2022-05-06 18:00:00,21.9
1271,119,수원,2022-05-06 20:00:00,18.6
1272,119,수원,2022-05-07 15:00:00,22.6
1273,119,수원,2022-05-07 18:00:00,18.7
1274,119,수원,2022-05-07 20:00:00,15.4
1275,119,수원,2022-05-08 15:00:00,17.5
1276,119,수원,2022-05-08 18:00:00,16.7
1277,119,수원,2022-05-08 20:00:00,15.8
1278,119,수원,2022-05-09 15:00:00,23.1
1279,119,수원,2022-05-09 18:00:00,21.9
1280,119,수원,2022-05-09 20:00:00,18.1
1281,119,수원,2022-05-10 15:00:00,24.3
1282,119,수원,2022-05-10 18:00:00,23.9
1283,119,수원,2022-05-10 20:00:00,18.8
1284,119,수원,2022-05-11 15:00:00,22.4
1285,119,수원,2022-05-11 18:00:00,18.7
1286,119,수원,2022-05-11 20:00:00,16.7
1287,119,수원,2022-05-12 15:00:00,25.1
1288,119,수원,2022-05-12 18:00:00,22.0
1289,119,수원,2022-05-12 20:00:00,19.5
1290,119,수원,2022-05-13 15:00:00,20.0
1291,119,수원,2022-05-13 18:00:00,21.0
1292,119,수원,2022-05-13 20:00:00,19.2
1293,119,수원,2022-05-14 15:00:00,17.2
1294,119,수원,2022-05-14 18:00:00,15.6
1295,119,수원,2022-05-14 20:00:00,13.9
1296,119,수원,2022-05-15 15:00:00,19.9
1297,119,수원,2022-05-15 18:00:00,18.0
1298,119,수원,2022-05-15 20:00:00,15.1
1299,119,수원,2022-05-16 15:00:00,22.6
1300,119,수원,2022-05-16 18:00:00,20.6
1301,119,수원,2022-05-16 20:00:00,17.8
1302,119,수원,2022-05-17 15:00:00,26.4
1303,119,수원,2022-05-17 18:00:00,23.5
1304,119,수원,2022-05-17 20:00:00,20.5
1305,119,수원,2022-05-18 15:00:00,25.7
1306,119,수원,2022-05-18 18:00:00,24.3
1307,119,수원,2022-05-18 20:00:00,21.7
1308,119,수원,2022-05-19 15:00:00,22.0
1309,119,수원,2022-05-19 18:00:00,22.1
1310,119,수원,2022-05-19 20:00:00,20.0
1311,119,수원,2022-05-20 15:00:00,24.5
1312,119,수원,2022-05-20 18:00:00,22.7
1313,119,수원,2022-05-20 20:00:00,19.6
1314,119,수원,2022-05-21 15:00:00,23.6
1315,119,수원,2022-05-21 18:00:00,20.5
1316,119,수원,2022-05-21 20:00:00,16.5
1317,119,수원,2022-05-22 15:00:00,24.2
1318,119,수원,2022-05-22 18:00:00,23.2
1319,119,수원,2022-05-22 20:00:00,20.2
1320,119,수원,2022-05-23 15:00:00,29.0
1321,119,수원,2022-05-23 18:00:00,24.2
1322,119,수원,2022-05-23 20:00:00,21.0
1323,119,수원,2022-05-24 15:00:00,28.2
1324,119,수원,2022-05-24 18:00:00,25.0
1325,119,수원,2022-05-24 20:00:00,22.2
1326,119,수원,2022-05-25 15:00:00,24.8
1327,119,수원,2022-05-25 18:00:00,20.2
1328,119,수원,2022-05-25 20:00:00,18.1
1329,119,수원,2022-05-26 15:00:00,22.7
1330,119,수원,2022-05-26 18:00:00,21.2
1331,119,수원,2022-05-26 20:00:00,18.9
1332,119,수원,2022-05-27 15:00:00,23.5
1333,119,수원,2022-05-27 18:00:00,21.3
1334,119,수원,2022-05-27 20:00:00,18.6
1335,119,수원,2022-05-28 15:00:00,28.0
1336,119,수원,2022-05-28 18:00:00,26.3
1337,119,수원,2022-05-28 20:00:00,23.7
1338,119,수원,2022-05-29 15:00:00,28.0
1339,119,수원,2022-05-29 18:00:00,24.2
1340,119,수원,2022-05-29 20:00:00,22.1
1341,119,수원,2022-05-30 15:00:00,21.4
1342,119,수원,2022-05-30 18:00:00,19.1
1343,119,수원,2022-05-30 20:00:00,18.3
1344,119,수원,2022-05-31 15:00:00,26.1
1345,119,수원,2022-05-31 18:00:00,23.0
1346,119,수원,2022-05-31 20:00:00,20.9
1347,119,수원,2022-06-01 15:00:00,27.2
1348,119,수원,2022-06-01 18:00:00,24.3
1349,119,수원,2022-06-01 20:00:00,21.0
1350,119,수원,2022-06-02 15:00:00,25.1
1351,119,수원,2022-06-02 18:00:00,23.0
1352,119,수원,2022-06-02 20:00:00,20.2
1353,119,수원,2022-06-03 15:00:00,30.8
1354,119,수원,2022-06-03 18:00:00,24.9
1355,119,수원,2022-06-03 20:00:00,21.4
1356,119,수원,2022-06-04 15:00:00,28.0
1357,119,수원,2022-06-04 18:00:00,28.6
1358,119,수원,2022-06-04 20:00:00,26.9
1359,119,수원,2022-06-05 15:00:00,20.7
1360,119,수원,2022-06-05 18:00:00,20.5
1361,119,수원,2022-06-05 20:00:00,20.2
1362,119,수원,2022-06-06 15:00:00,22.3
1363,119,수원,2022-06-06 18:00:00,22.0
1364,119,수원,2022-06-06 20:00:00,20.3
1365,119,수원,2022-06-07 15:00:00,23.3
1366,119,수원,2022-06-07 18:00:00,23.2
1367,119,수원,2022-06-07 20:00:00,20.9
1368,119,수원,2022-06-08 15:00:00,24.1
1369,119,수원,2022-06-08 18:00:00,23.4
1370,119,수원,2022-06-08 20:00:00,20.2
1371,119,수원,2022-06-09 15:00:00,24.4
1372,119,수원,2022-06-09 18:00:00,24.4
1373,119,수원,2022-06-09 20:00:00,21.1
1374,119,수원,2022-06-10 15:00:00,24.4
1375,119,수원,2022-06-10 18:00:00,22.0
1376,119,수원,2022-06-10 20:00:00,21.8
1377,119,수원,2022-06-11 15:00:00,29.5
1378,119,수원,2022-06-11 18:00:00,30.4
1379,119,수원,2022-06-11 20:00:00,25.8
1380,119,수원,2022-06-12 15:00:00,29.4
1381,119,수원,2022-06-12 18:00:00,25.1
1382,119,수원,2022-06-12 20:00:00,22.8
1383,119,수원,2022-06-13 15:00:00,29.4
1384,119,수원,2022-06-13 18:00:00,27.7
1385,119,수원,2022-06-13 20:00:00,25.7
1386,119,수원,2022-06-14 15:00:00,23.3
1387,119,수원,2022-06-14 18:00:00,19.7
1388,119,수원,2022-06-14 20:00:00,20.1
1389,119,수원,2022-06-15 15:00:00,19.5
1390,119,수원,2022-06-15 18:00:00,21.1
1391,119,수원,2022-06-15 20:00:00,20.3
1392,119,수원,2022-06-16 15:00:00,23.8
1393,119,수원,2022-06-16 18:00:00,23.7
1394,119,수원,2022-06-16 20:00:00,21.4
1395,119,수원,2022-06-17 15:00:00,25.4
1396,119,수원,2022-06-17 18:00:00,25.4
1397,119,수원,2022-06-17 20:00:00,24.7
1398,119,수원,2022-06-18 15:00:00,24.1
1399,119,수원,2022-06-18 18:00:00,25.6
1400,119,수원,2022-06-18 20:00:00,22.7
1401,119,수원,2022-06-19 15:00:00,25.0
1402,119,수원,2022-06-19 18:00:00,25.6
1403,119,수원,2022-06-19 20:00:00,23.7
1404,119,수원,2022-06-20 15:00:00,28.2
1405,119,수원,2022-06-20 18:00:00,28.3
1406,119,수원,2022-06-20 20:00:00,24.7
1407,119,수원,2022-06-21 15:00:00,29.9
1408,119,수원,2022-06-21 18:00:00,27.6
1409,119,수원,2022-06-21 20:00:00,24.1
1410,119,수원,2022-06-22 15:00:00,29.0
1411,119,수원,2022-06-22 18:00:00,27.0
1412,119,수원,2022-06-22 20:00:00,24.3
1413,119,수원,2022-06-23 15:00:00,25.1
1414,119,수원,2022-06-23 18:00:00,24.7
1415,119,수원,2022-06-23 20:00:00,24.1
1416,119,수원,2022-06-24 15:00:00,25.8
1417,119,수원,2022-06-24 18:00:00,25.5
1418,119,수원,2022-06-24 20:00:00,24.6
1419,119,수원,2022-06-25 15:00:00,31.7
1420,119,수원,2022-06-25 18:00:00,29.6
1421,119,수원,2022-06-25 20:00:00,26.7
1422,119,수원,2022-06-26 15:00:00,29.2
1423,119,수원,2022-06-26 18:00:00,28.9
1424,119,수원,2022-06-26 20:00:00,28.1
1425,119,수원,2022-06-27 15:00:00,28.9
1426,119,수원,2022-06-27 18:00:00,28.6
1427,119,수원,2022-06-27 20:00:00,28.0
1428,119,수원,2022-06-28 15:00:00,28.3
1429,119,수원,2022-06-28 18:00:00,28.7
1430,119,수원,2022-06-28 20:00:00,28.4
1431,119,수원,2022-06-29 15:00:00,26.7
1432,119,수원,2022-06-29 18:00:00,26.8
1433,119,수원,2022-06-29 20:00:00,25.0
1434,119,수원,2022-06-30 15:00:00,25.7
1435,119,수원,2022-06-30 18:00:00,24.8
1436,119,수원,2022-06-30 20:00:00,25.8
1437,119,수원,2022-07-01 15:00:00,30.9
1438,119,수원,2022-07-01 18:00:00,30.2
1439,119,수원,2022-07-01 20:00:00,27.8
1440,119,수원,2022-07-02 15:00:00,32.4
1441,119,수원,2022-07-02 18:00:00,31.6
1442,119,수원,2022-07-02 20:00:00,28.0
1443,119,수원,2022-07-03 15:00:00,33.7
1444,119,수원,2022-07-03 18:00:00,31.8
1445,119,수원,2022-07-03 20:00:00,28.5
1446,119,수원,2022-07-04 15:00:00,32.1
1447,119,수원,2022-07-04 18:00:00,30.6
1448,119,수원,2022-07-04 20:00:00,28.3
1449,119,수원,2022-07-05 15:00:00,32.8
1450,119,수원,2022-07-05 18:00:00,30.6
1451,119,수원,2022-07-05 20:00:00,28.0
1452,119,수원,2022-07-06 15:00:00,33.8
1453,119,수원,2022-07-06 18:00:00,33.8
1454,119,수원,2022-07-06 20:00:00,32.0
1455,119,수원,2022-07-07 15:00:00,31.0
1456,119,수원,2022-07-07 18:00:00,30.0
1457,119,수원,2022-07-07 20:00:00,28.5
1458,119,수원,2022-07-08 15:00:00,29.2
1459,119,수원,2022-07-08 18:00:00,29.1
1460,119,수원,2022-07-08 20:00:00,26.0
1461,119,수원,2022-07-09 15:00:00,30.1
1462,119,수원,2022-07-09 18:00:00,29.4
1463,119,수원,2022-07-09 20:00:00,27.0
1464,119,수원,2022-07-10 15:00:00,34.1
1465,119,수원,2022-07-10 18:00:00,31.6
1466,119,수원,2022-07-10 20:00:00,28.0
1467,119,수원,2022-07-11 15:00:00,29.9
1468,119,수원,2022-07-11 18:00:00,29.9
1469,119,수원,2022-07-11 20:00:00,27.9
1470,119,수원,2022-07-12 15:00:00,29.7
1471,119,수원,2022-07-12 18:00:00,29.9
1472,119,수원,2022-07-12 20:00:00,28.9
1473,119,수원,2022-07-13 15:00:00,23.9
1474,119,수원,2022-07-13 18:00:00,24.2
1475,119,수원,2022-07-13 20:00:00,24.5
1476,119,수원,2022-07-14 15:00:00,28.7
1477,119,수원,2022-07-14 18:00:00,26.7
1478,119,수원,2022-07-14 20:00:00,24.4
1479,119,수원,2022-07-15 15:00:00,29.5
1480,119,수원,2022-07-15 18:00:00,28.9
1481,119,수원,2022-07-15 20:00:00,25.8
1482,119,수원,2022-07-16 15:00:00,28.9
1483,119,수원,2022-07-16 18:00:00,26.8
1484,119,수원,2022-07-16 20:00:00,24.8
1485,119,수원,2022-07-17 15:00:00,29.1
1486,119,수원,2022-07-17 18:00:00,28.0
1487,119,수원,2022-07-17 20:00:00,26.0
1488,119,수원,2022-07-18 15:00:00,27.0
1489,119,수원,2022-07-18 18:00:00,28.0
1490,119,수원,2022-07-18 20:00:00,27.0
1491,119,수원,2022-07-19 15:00:00,30.1
1492,119,수원,2022-07-19 18:00:00,27.9
1493,119,수원,2022-07-19 20:00:00,25.5
1494,119,수원,2022-07-20 15:00:00,30.5
1495,119,수원,2022-07-20 18:00:00,28.8
1496,119,수원,2022-07-20 20:00:00,27.5
1497,119,수원,2022-07-21 15:00:00,24.9
1498,119,수원,2022-07-21 18:00:00,25.6
1499,119,수원,2022-07-21 20:00:00,25.1
1500,119,수원,2022-07-22 15:00:00,28.1
1501,119,수원,2022-07-22 18:00:00,27.3
1502,119,수원,2022-07-22 20:00:00,25.1
1503,119,수원,2022-07-23 15:00:00,27.9
1504,119,수원,2022-07-23 18:00:00,25.5
1505,119,수원,2022-07-23 20:00:00,24.4
1506,119,수원,2022-07-24 15:00:00,26.0
1507,119,수원,2022-07-24 18:00:00,28.0
1508,119,수원,2022-07-24 20:00:00,26.0
1509,119,수원,2022-07-25 15:00:00,30.7
1510,119,수원,2022-07-25 18:00:00,29.3
1511,119,수원,2022-07-25 20:00:00,26.4
1512,119,수원,2022-07-26 15:00:00,33.3
1513,119,수원,2022-07-26 18:00:00,31.1
1514,119,수원,2022-07-26 20:00:00,27.7
1515,119,수원,2022-07-27 15:00:00,30.7
1516,119,수원,2022-07-27 18:00:00,30.7
1517,119,수원,2022-07-27 20:00:00,28.6
1518,119,수원,2022-07-28 15:00:00,33.1
1519,119,수원,2022-07-28 18:00:00,32.3
1520,119,수원,2022-07-28 20:00:00,30.7
1521,119,수원,2022-07-29 15:00:00,34.1
1522,119,수원,2022-07-29 18:00:00,32.7
1523,119,수원,2022-07-29 20:00:00,31.0
1524,119,수원,2022-07-30 15:00:00,34.5
1525,119,수원,2022-07-30 18:00:00,32.2
1526,119,수원,2022-07-30 20:00:00,30.9
1527,119,수원,2022-07-31 15:00:00,27.0
1528,119,수원,2022-07-31 18:00:00,27.3
1529,119,수원,2022-07-31 20:00:00,25.8
1530,119,수원,2022-08-01 15:00:00,32.5
1531,119,수원,2022-08-01 18:00:00,31.1
1532,119,수원,2022-08-01 20:00:00,30.1
1533,119,수원,2022-08-02 15:00:00,27.7
1534,119,수원,2022-08-02 18:00:00,27.4
1535,119,수원,2022-08-02 20:00:00,27.4
1536,119,수원,2022-08-03 15:00:00,30.5
1537,119,수원,2022-08-03 18:00:00,29.9
1538,119,수원,2022-08-03 20:00:00,27.7
1539,119,수원,2022-08-04 15:00:00,32.5
1540,119,수원,2022-08-04 18:00:00,30.7
1541,119,수원,2022-08-04 20:00:00,28.2
1542,119,수원,2022-08-05 15:00:00,31.3
1543,119,수원,2022-08-05 18:00:00,30.6
1544,119,수원,2022-08-05 20:00:00,28.4
1545,119,수원,2022-08-06 15:00:00,28.1
1546,119,수원,2022-08-06 18:00:00,30.7
1547,119,수원,2022-08-06 20:00:00,29.1
1548,119,수원,2022-08-07 15:00:00,31.7
1549,119,수원,2022-08-07 18:00:00,30.4
1550,119,수원,2022-08-07 20:00:00,29.3
1551,119,수원,2022-08-08 15:00:00,25.2
1552,119,수원,2022-08-08 18:00:00,26.9
1553,119,수원,2022-08-08 20:00:00,27.2
1554,119,수원,2022-08-09 15:00:00,27.8
1555,119,수원,2022-08-09 18:00:00,27.9
1556,119,수원,2022-08-09 20:00:00,25.9
1557,119,수원,2022-08-10 15:00:00,24.5
1558,119,수원,2022-08-10 18:00:00,23.5
1559,119,수원,2022-08-10 20:00:00,23.3
1560,119,수원,2022-08-11 15:00:00,26.2
1561,119,수원,2022-08-11 18:00:00,24.6
1562,119,수원,2022-08-11 20:00:00,24.7
1563,119,수원,2022-08-12 15:00:00,31.3
1564,119,수원,2022-08-12 18:00:00,29.3
1565,119,수원,2022-08-12 20:00:00,26.2
1566,119,수원,2022-08-13 15:00:00,24.3
1567,119,수원,2022-08-13 18:00:00,26.8
1568,119,수원,2022-08-13 20:00:00,26.0
1569,119,수원,2022-08-14 15:00:00,30.3
1570,119,수원,2022-08-14 18:00:00,26.2
1571,119,수원,2022-08-14 20:00:00,26.0
1572,119,수원,2022-08-15 15:00:00,30.3
1573,119,수원,2022-08-15 18:00:00,28.9
1574,119,수원,2022-08-15 20:00:00,27.8
1575,119,수원,2022-08-16 15:00:00,30.1
1576,119,수원,2022-08-16 18:00:00,28.6
1577,119,수원,2022-08-16 20:00:00,24.9
1578,119,수원,2022-08-17 15:00:00,30.0
1579,119,수원,2022-08-17 18:00:00,27.2
1580,119,수원,2022-08-17 20:00:00,24.5
1581,119,수원,2022-08-18 15:00:00,28.5
1582,119,수원,2022-08-18 18:00:00,27.1
1583,119,수원,2022-08-18 20:00:00,25.1
1584,119,수원,2022-08-19 15:00:00,28.7
1585,119,수원,2022-08-19 18:00:00,27.5
1586,119,수원,2022-08-19 20:00:00,27.8
1587,119,수원,2022-08-20 15:00:00,30.4
1588,119,수원,2022-08-20 18:00:00,28.9
1589,119,수원,2022-08-20 20:00:00,26.4
1590,119,수원,2022-08-21 15:00:00,32.0
1591,119,수원,2022-08-21 18:00:00,30.2
1592,119,수원,2022-08-21 20:00:00,26.5
1593,119,수원,2022-08-22 15:00:00,29.4
1594,119,수원,2022-08-22 18:00:00,28.3
1595,119,수원,2022-08-22 20:00:00,26.6
1596,119,수원,2022-08-23 15:00:00,29.4
1597,119,수원,2022-08-23 18:00:00,27.9
1598,119,수원,2022-08-23 20:00:00,25.5
1599,119,수원,2022-08-24 15:00:00,26.4
1600,119,수원,2022-08-24 18:00:00,26.4
1601,119,수원,2022-08-24 20:00:00,24.8
1602,119,수원,2022-08-25 15:00:00,22.5
1603,119,수원,2022-08-25 18:00:00,22.8
1604,119,수원,2022-08-25 20:00:00,21.9
1605,119,수원,2022-08-26 15:00:00,27.4
1606,119,수원,2022-08-26 18:00:00,25.5
1607,119,수원,2022-08-26 20:00:00,23.8
1608,119,수원,2022-08-27 15:00:00,24.9
1609,119,수원,2022-08-27 18:00:00,24.6
1610,119,수원,2022-08-27 20:00:00,21.5
1611,119,수원,2022-08-28 15:00:00,28.3
1612,119,수원,2022-08-28 18:00:00,27.0
1613,119,수원,2022-08-28 20:00:00,23.0
1614,119,수원,2022-08-29 15:00:00,21.6
1615,119,수원,2022-08-29 18:00:00,21.0
1616,119,수원,2022-08-29 20:00:00,20.6
1617,119,수원,2022-08-30 15:00:00,20.0
1618,119,수원,2022-08-30 18:00:00,19.9
1619,119,수원,2022-08-30 20:00:00,20.0
1620,119,수원,2022-08-31 15:00:00,23.0
1621,119,수원,2022-08-31 18:00:00,23.4
1622,119,수원,2022-08-31 20:00:00,21.5
1623,119,수원,2022-09-01 15:00:00,29.7
1624,119,수원,2022-09-01 18:00:00,27.9
1625,119,수원,2022-09-01 20:00:00,24.3
1626,119,수원,2022-09-02 15:00:00,28.6
1627,119,수원,2022-09-02 18:00:00,27.8
1628,119,수원,2022-09-02 20:00:00,26.1
1629,119,수원,2022-09-03 15:00:00,28.0
1630,119,수원,2022-09-03 18:00:00,26.7
1631,119,수원,2022-09-03 20:00:00,25.2
1632,119,수원,2022-09-04 15:00:00,24.9
1633,119,수원,2022-09-04 18:00:00,25.7
1634,119,수원,2022-09-04 20:00:00,24.2
1635,119,수원,2022-09-05 15:00:00,19.3
1636,119,수원,2022-09-05 18:00:00,18.7
1637,119,수원,2022-09-05 20:00:00,18.3
1638,119,수원,2022-09-06 15:00:00,25.3
1639,119,수원,2022-09-06 18:00:00,24.2
1640,119,수원,2022-09-06 20:00:00,21.1
1641,119,수원,2022-09-07 15:00:00,27.9
1642,119,수원,2022-09-07 18:00:00,25.4
1643,119,수원,2022-09-07 20:00:00,22.1
1644,119,수원,2022-09-08 15:00:00,29.4
1645,119,수원,2022-09-08 18:00:00,25.2
1646,119,수원,2022-09-08 20:00:00,22.3
1647,119,수원,2022-09-09 15:00:00,29.2
1648,119,수원,2022-09-09 18:00:00,27.6
1649,119,수원,2022-09-09 20:00:00,23.9
1650,119,수원,2022-09-10 15:00:00,27.4
1651,119,수원,2022-09-10 18:00:00,25.8
1652,119,수원,2022-09-10 20:00:00,24.4
1653,119,수원,2022-09-11 15:00:00,25.9
1654,119,수원,2022-09-11 18:00:00,24.2
1655,119,수원,2022-09-11 20:00:00,23.1
1656,119,수원,2022-09-12 15:00:00,27.9
1657,119,수원,2022-09-12 18:00:00,26.2
1658,119,수원,2022-09-12 20:00:00,24.5
1659,119,수원,2022-09-13 15:00:00,26.7
1660,119,수원,2022-09-13 18:00:00,26.0
1661,119,수원,2022-09-13 20:00:00,25.6
1662,119,수원,2022-09-14 15:00:00,28.2
1663,119,수원,2022-09-14 18:00:00,26.2
1664,119,수원,2022-09-14 20:00:00,24.7
1665,119,수원,2022-09-15 15:00:00,27.9
1666,119,수원,2022-09-15 18:00:00,27.7
1667,119,수원,2022-09-15 20:00:00,26.8
1668,119,수원,2022-09-16 15:00:00,30.6
1669,119,수원,2022-09-16 18:00:00,24.9
1670,119,수원,2022-09-16 20:00:00,25.3
1671,119,수원,2022-09-17 15:00:00,29.0
1672,119,수원,2022-09-17 18:00:00,27.6
1673,119,수원,2022-09-17 20:00:00,24.2
1674,119,수원,2022-09-18 15:00:00,31.0
1675,119,수원,2022-09-18 18:00:00,30.2
1676,119,수원,2022-09-18 20:00:00,28.6
1677,119,수원,2022-09-19 15:00:00,28.2
1678,119,수원,2022-09-19 18:00:00,24.9
1679,119,수원,2022-09-19 20:00:00,22.7
1680,119,수원,2022-09-20 15:00:00,22.9
1681,119,수원,2022-09-20 18:00:00,22.1
1682,119,수원,2022-09-20 20:00:00,19.8
1683,119,수원,2022-09-21 15:00:00,24.1
1684,119,수원,2022-09-21 18:00:00,23.1
1685,119,수원,2022-09-21 20:00:00,20.8
1686,119,수원,2022-09-22 15:00:00,24.1
1687,119,수원,2022-09-22 18:00:00,21.9
1688,119,수원,2022-09-22 20:00:00,20.2
1689,119,수원,2022-09-23 15:00:00,20.0
1690,119,수원,2022-09-23 18:00:00,18.5
1691,119,수원,2022-09-23 20:00:00,16.4
1692,119,수원,2022-09-24 15:00:00,23.3
1693,119,수원,2022-09-24 18:00:00,20.9
1694,119,수원,2022-09-24 20:00:00,18.3
1695,119,수원,2022-09-25 15:00:00,24.9
1696,119,수원,2022-09-25 18:00:00,22.1
1697,119,수원,2022-09-25 20:00:00,19.6
1698,119,수원,2022-09-26 15:00:00,25.6
1699,119,수원,2022-09-26 18:00:00,22.4
1700,119,수원,2022-09-26 20:00:00,19.0
1701,119,수원,2022-09-27 15:00:00,27.4
1702,119,수원,2022-09-27 18:00:00,24.0
1703,119,수원,2022-09-27 20:00:00,20.1
1704,119,수원,2022-09-28 15:00:00,25.0
1705,119,수원,2022-09-28 18:00:00,23.6
1706,119,수원,2022-09-28 20:00:00,20.2
1707,119,수원,2022-09-29 15:00:00,25.5
1708,119,수원,2022-09-29 18:00:00,21.6
1709,119,수원,2022-09-29 20:00:00,18.8
1710,119,수원,2022-09-30 15:00:00,27.5
1711,119,수원,2022-09-30 18:00:00,22.6
1712,119,수원,2022-09-30 20:00:00,19.2
1713,119,수원,2022-10-01 15:00:00,26.0
1714,119,수원,2022-10-01 18:00:00,23.3
1715,119,수원,2022-10-01 20:00:00,20.7
1716,119,수원,2022-10-02 15:00:00,22.6
1717,119,수원,2022-10-02 18:00:00,18.5
1718,119,수원,2022-10-02 20:00:00,18.7
1719,119,수원,2022-10-03 15:00:00,23.9
1720,119,수원,2022-10-03 18:00:00,24.3
1721,119,수원,2022-10-03 20:00:00,24.3
1722,119,수원,2022-10-04 15:00:00,19.9
1723,119,수원,2022-10-04 18:00:00,18.0
1724,119,수원,2022-10-04 20:00:00,17.4
1725,119,수원,2022-10-05 15:00:00,20.0
1726,119,수원,2022-10-05 18:00:00,17.3
1727,119,수원,2022-10-05 20:00:00,15.4
1728,119,수원,2022-10-06 15:00:00,19.1
1729,119,수원,2022-10-06 18:00:00,17.6
1730,119,수원,2022-10-06 20:00:00,16.9
1731,119,수원,2022-10-07 15:00:00,17.6
1732,119,수원,2022-10-07 18:00:00,16.6
1733,119,수원,2022-10-07 20:00:00,14.7
1734,119,수원,2022-10-08 15:00:00,19.5
1735,119,수원,2022-10-08 18:00:00,18.9
1736,119,수원,2022-10-08 20:00:00,15.2
1737,119,수원,2022-10-09 15:00:00,13.0
1738,119,수원,2022-10-09 18:00:00,13.3
1739,119,수원,2022-10-09 20:00:00,11.9
1740,119,수원,2022-10-10 15:00:00,10.5
1741,119,수원,2022-10-10 18:00:00,10.2
1742,119,수원,2022-10-10 20:00:00,9.0
1743,119,수원,2022-10-11 15:00:00,15.7
1744,119,수원,2022-10-11 18:00:00,13.9
1745,119,수원,2022-10-11 20:00:00,11.5
1746,133,대전,2022-04-01 15:00:00,15.2
1747,133,대전,2022-04-01 18:00:00,14.1
1748,133,대전,2022-04-01 20:00:00,10.5
1749,133,대전,2022-04-02 15:00:00,14.9
1750,133,대전,2022-04-02 18:00:00,12.1
1751,133,대전,2022-04-02 20:00:00,9.4
1752,133,대전,2022-04-03 15:00:00,17.0
1753,133,대전,2022-04-03 18:00:00,15.8
1754,133,대전,2022-04-03 20:00:00,11.5
1755,133,대전,2022-04-04 15:00:00,19.1
1756,133,대전,2022-04-04 18:00:00,16.6
1757,133,대전,2022-04-04 20:00:00,12.0
1758,133,대전,2022-04-05 15:00:00,17.3
1759,133,대전,2022-04-05 18:00:00,15.4
1760,133,대전,2022-04-05 20:00:00,12.5
1761,133,대전,2022-04-06 15:00:00,20.6
1762,133,대전,2022-04-06 18:00:00,18.8
1763,133,대전,2022-04-06 20:00:00,14.5
1764,133,대전,2022-04-07 15:00:00,18.3
1765,133,대전,2022-04-07 18:00:00,16.8
1766,133,대전,2022-04-07 20:00:00,12.0
1767,133,대전,2022-04-08 15:00:00,22.9
1768,133,대전,2022-04-08 18:00:00,20.8
1769,133,대전,2022-04-08 20:00:00,17.6
1770,133,대전,2022-04-09 15:00:00,25.6
1771,133,대전,2022-04-09 18:00:00,23.4
1772,133,대전,2022-04-09 20:00:00,19.9
1773,133,대전,2022-04-10 15:00:00,27.0
1774,133,대전,2022-04-10 18:00:00,24.0
1775,133,대전,2022-04-10 20:00:00,19.1
1776,133,대전,2022-04-11 15:00:00,27.8
1777,133,대전,2022-04-11 18:00:00,26.7
1778,133,대전,2022-04-11 20:00:00,23.2
1779,133,대전,2022-04-12 15:00:00,26.9
1780,133,대전,2022-04-12 18:00:00,25.0
1781,133,대전,2022-04-12 20:00:00,21.6
1782,133,대전,2022-04-13 15:00:00,14.0
1783,133,대전,2022-04-13 18:00:00,10.9
1784,133,대전,2022-04-13 20:00:00,9.8
1785,133,대전,2022-04-14 15:00:00,13.9
1786,133,대전,2022-04-14 18:00:00,12.8
1787,133,대전,2022-04-14 20:00:00,11.6
